semester,crn,full_number,number,title,seats_available,seats_total,location,day_of_week,start,end
Spring%202016,24979,MUSC0631-S02,MUSC0631,Jazz Band,38,40,Grant Recital 105,T,72000,76800
Spring%202016,24974,MUSC0631-S01,MUSC0631,Jazz Band,988,999,Grant Recital 105,R,65400,69600
Spring%202016,24997,MUSC0560-S02,MUSC0560,Theory of Tonal Music,980,999,Orwig Music Hall 315,T,37800,42600
Spring%202016,24971,MUSC0601-S01,MUSC0601,Chorus,973,999,Steinert Hall 105,M,66600,73200
Spring%202016,24973,MUSC0621-S01,MUSC0621,Wind Symphony,979,999,Grant Recital 105,M,64800,69600
Spring%202016,24980,MUSC0631-S03,MUSC0631,Jazz Band,39,40,Grant Recital 105,W,50400,55200
Spring%202016,24983,MUSC0641-S01,MUSC0641,Ghanaian Drumming and Dancing Ensemble,-2,15,Orwig Music Hall 301,W,61200,69600
Spring%202016,24981,MUSC0631-S04,MUSC0631,Jazz Band,39,40,Grant Recital 105,W,57600,62400
Spring%202016,24989,MUSC0651-S01,MUSC0651,Javanese Gamelan,10,18,Orwig Music Hall 111,T,64800,75000
Spring%202016,24984,MUSC0646-S01,MUSC0646,Brazilian Choro Ensemble,14,20,Orwig Music Hall 301,M,63000,69600
Spring%202016,24990,MUSC0671-S01,MUSC0671,Old-Time String Band,7,20,Orwig Music Hall 301,T,68400,75000
Spring%202016,24982,MUSC0631-S05,MUSC0631,Jazz Band,36,40,Grant Recital 105,F,57600,62400
Spring%202016,24929,MUSC1110-S01,MUSC1110,Seminar in Composition,12,20,Orwig Music Hall 109,M,54000,63000
Spring%202016,24965,MUSC0930-S01,MUSC0930,Romantic and Modern Music,983,999,Orwig Music Hall 315,T,52200,57000
Spring%202016,24924,MUSC1040-S01,MUSC1040,Advanced Music Theory I,989,999,Orwig Music Hall 109,T,52200,57000
Spring%202016,24926,MUSC1011-S01,MUSC1011,Advanced Musicianship II,993,999,Orwig Music Hall 315,M,50400,53400
Spring%202016,24925,MUSC1120-S01,MUSC1120,The Technique of Orchestration,993,999,Orwig Music Hall 112,T,37800,42600
Spring%202016,24961,MUSC1210-S01,MUSC1210,Seminar in Electronic Music: Real-Time Systems,962,999,Grant Recital 115,T,46800,51600
Spring%202016,25076,MUSC1280-S01,MUSC1280,"Electronic Music Aesthetics, Perception and Analysis",5,16,Steinert Hall 205,T,37800,42600
Spring%202016,24964,MUSC1200-S01,MUSC1200,Seminar in Electronic Music: Recording Studio as Compositional Tool,972,999,Granoff Ctr for Creative Arts S306,T,52200,57000
Spring%202016,24995,MUSC1500B-S01,MUSC1500B,Major Masters of Music: Olivier Messiaen,8,16,Orwig Music Hall 109,W,54000,63000
Spring%202016,24930,MUSC1500A-S01,MUSC1500A,Major Masters and Repertoires of Music: Bach,994,999,Orwig Music Hall 112,T,32400,37200
Spring%202016,26229,MUSC1290-S01,MUSC1290,Analog/Digital Hybrids,1,12,Steinert Hall 205,T,57600,66600
Spring%202016,26325,MUSC1675-S01,MUSC1675,"Music, Religion, Politics",1,12,Orwig Music Hall 112,R,57600,66600
Spring%202016,25010,MUSC1700-S01,MUSC1700,Score Reading and Conducting,30,40,Grant Recital 115,M,54000,63000
Spring%202016,25063,MUSC1900-S01,MUSC1900,Introduction to Ethnomusicology,986,999,Orwig Music Hall 109,T,32400,37200
Spring%202016,25467,MUSC1905E-S01,MUSC1905E,Music in the Middle East and North Africa,15,20,Orwig Music Hall 109,M,36000,39000
Spring%202016,24994,MUSC1961-S01,MUSC1961,Advanced Ghanaian Drumming and Dancing Ensemble,-2,15,Orwig Music Hall 301,W,70200,78600
Spring%202016,25064,MUSC2080G-S01,MUSC2080G,Seminar in Ethnomusicology: Sound Studies,28,40,Orwig Music Hall 112,W,54000,63000
Spring%202016,24927,MUSC2280-S01,MUSC2280,Designing-Large-Scale Multimedia Projects,29,40,Steinert Hall 205,M,43200,53400
Spring%202016,25077,MUSC2080H-S01,MUSC2080H,Interdisciplinary Perspectives in Ethnomusicology,38,40,Orwig Music Hall 109,R,57600,66600
Spring%202016,24963,MUSC1930-S01,MUSC1930,Music of Indonesia,17,20,Orwig Music Hall 109,T,46800,51600
Spring%202016,24928,MUSC2080E-S01,MUSC2080E,Seminar in Ethnomusicology: Historiography of Music and the Performing Arts  ,34,40,Orwig Music Hall 112,M,54000,63000
Spring%202016,26328,LAST1504B-S01,LAST1504B,Indigenous Politics in Latin America,17,30,Smith-Buonanno Hall G13,T,57600,66600
Spring%202016,26643,LAST1504C-S01,LAST1504C,Representation and Governance in the Federations of Latin America,28,30,Smith-Buonanno Hall 206,T,32400,37200
Spring%202016,23969,ARAB0200-S01,ARAB0200,First-Year Arabic,10,18,Rockefeller Library 412,M,32400,35400
Spring%202016,23972,ARAB0200-S02,ARAB0200,First-Year Arabic,1,18,Wilson Hall 109,T,37800,42600
Spring%202016,23973,ARAB0200-S03,ARAB0200,First-Year Arabic,13,18,Wilson Hall 109,M,50400,53400
Spring%202016,25551,ARAB0200-S04,ARAB0200,First-Year Arabic,8,18,Wilson Hall 109,F,36000,39000
Spring%202016,23976,ARAB0600-S01,ARAB0600,Third-Year Arabic,4,18,Wilson Hall 109,M,43200,46200
Spring%202016,23971,ARAB0400-S02,ARAB0400,Second-Year Arabic,2,18,J. Walter Wilson 501,M,46800,49800
Spring%202016,23970,ARAB0400-S01,ARAB0400,Second-Year Arabic,11,18,Rockefeller Library 412,M,36000,39000
Spring%202016,23975,ARAB0800-S01,ARAB0800,Advanced Arabic Language + Culture,8,12,195 Angell Street 202,M,43200,48600
Spring%202016,26143,ARAB1200-S01,ARAB1200,Modern Arabic Literature in Exile,990,999,Wilson Hall 106,T,52200,57000
Spring%202016,24016,CHEM0330-S01,CHEM0330,"Equilibrium, Rate, and Structure",38,290,85 Waterman Street 130,T,37800,42600
Spring%202016,26512,CHEM0332-S01,CHEM0332,"Equilibrium, Rate and Structure - Tutorial",28,30,MacMillan Hall 214,M,30000,35400
Spring%202016,26514,CHEM0332-S03,CHEM0332,"Equilibrium, Rate and Structure - Tutorial",23,30,MacMillan Hall 214,T,46200,51600
Spring%202016,26513,CHEM0332-S02,CHEM0332,"Equilibrium, Rate and Structure - Tutorial",25,30,MacMillan Hall 214,M,46800,52200
Spring%202016,26515,CHEM0332-S04,CHEM0332,"Equilibrium, Rate and Structure - Tutorial",26,30,MacMillan Hall 214,T,54000,59400
Spring%202016,24022,CHEM0350-S02,CHEM0350,Organic Chemistry,131,290,MacMillan Hall 117,T,32400,37200
Spring%202016,24021,CHEM0350-S01,CHEM0350,Organic Chemistry,34,290,MacMillan Hall 117,M,32400,35400
Spring%202016,24032,CHEM0500-S01,CHEM0500,Inorganic Chemistry,974,999,MacMillan Hall 305,M,39600,42600
Spring%202016,24028,CHEM0400-S01,CHEM0400,Biophysical and Bioinorganic Chemistry,982,999,Geo-Chemistry Building 351,M,39600,42600
Spring%202016,24036,CHEM1150-S01,CHEM1150,Physical Chemistry: Thermodynamics and Statistical Mechanics,990,999,Geo-Chemistry Building 351,M,36000,39000
Spring%202016,24048,CHEM1160-S01,CHEM1160,Physical Chemistry Laboratory,991,999,MacMillan Hall 219,M,46800,62400
Spring%202016,24050,CHEM1450-S01,CHEM1450,Advanced Organic Chemistry,987,999,MacMillan Hall 305,M,30600,35400
Spring%202016,24049,CHEM1240-S01,CHEM1240,Biochemistry,1,25,Geo-Chemistry Building 351,T,32400,37200
Spring%202016,24053,CHEM1660-S01,CHEM1660,Instrumental Analysis with Environmental Applications,11,20,MacMillan Hall 101,T,37800,42600
Spring%202016,24056,CHEM2320-S01,CHEM2320,Physical Inorganic Chemistry,988,999,Geo-Chemistry Building 349,T,37800,42600
Spring%202016,26374,CHEM2400-S01,CHEM2400,Electron Microscopy of Materials,994,999,MacMillan Hall 305,T,32400,37200
Spring%202016,24057,CHEM2430-S01,CHEM2430,Synthetic Organic Chemistry,996,999,Geo-Chemistry Building 349,M,32400,35400
Spring%202016,24055,CHEM2020-S01,CHEM2020,Statistical Mechanics,988,999,Geo-Chemistry Building 351,M,32400,35400
Spring%202016,24058,CHEM2780-S01,CHEM2780,Quantum Mechanics,995,999,Geo-Chemistry Building 246,M,39600,42600
Spring%202016,24059,CHEM2880-S01,CHEM2880,Departmental Colloquia,39,40,MacMillan Hall 115,F,57600,64200
Spring%202016,24805,URBN1000-S01,URBN1000,Fieldwork in the Urban Community,12,20,Maxcy Hall 109,T,37800,42600
Spring%202016,26119,URBN1500-S01,URBN1500,Understanding the City through Data,9,24,CIT Center (Thomas Watson CIT) 265,M,54000,63000
Spring%202016,24802,URBN1870J-S01,URBN1870J,The Politics of Community Organizing,5,20,Maxcy Hall 109,M,54000,63000
Spring%202016,26020,URBN1870T-S01,URBN1870T,Transportation: An Urban Planning Perspective,-5,15,Maxcy Hall 109,R,57600,66600
Spring%202016,26289,URBN1870U-S01,URBN1870U,Critical Urban Theory,0,20,Maxcy Hall 109,T,57600,66600
Spring%202016,26370,URBN1930-S01,URBN1930,Brown in Providence,13,20,Maxcy Hall 109,T,67200,72000
Spring%202016,24281,GNSS0120-S01,GNSS0120,Introduction to Gender and Sexuality Studies,884,999,Smith-Buonanno Hall 106,M,46800,49800
Spring%202016,25597,GNSS0090C-S01,GNSS0090C,Reproductive Health: Science and Politics,-2,20,11 Benevolent Street - Arnold LOUNGE,M,54000,63000
Spring%202016,26815,GNSS1500-S01,GNSS1500,Humanitarian Spaces,16,20,Wilson Hall 109,T,57600,66600
Spring%202016,26316,GNSS1651-S01,GNSS1651,Feminist Theory and Critiques of Capitalism,7,20,Pembroke Hall 202,R,46800,55800
Spring%202016,25596,GNSS1961B-S01,GNSS1961B,Queer Discipleship,2,20,Smith-Buonanno Hall 207,R,57600,66600
Spring%202016,25759,GNSS1961A-S01,GNSS1961A,The Matter of Abstraction: Feminism and the Arts,3,20,Smith-Buonanno Hall 206,W,54000,63000
Spring%202016,26816,GNSS2000-S01,GNSS2000,"Method, Evidence, Critique: Gender and Sexuality Studies across the Disciplines",10,15,Pembroke Hall 206,T,57600,66600
Spring%202016,24552,GNSS2020I-S01,GNSS2020I,Pembroke Research Seminar in Feminist Theory: Fatigue,4,8,Pembroke Hall 202,W,36000,45000
Spring%202016,24889,PLCY1200-S01,PLCY1200,Policy Analysis and Program Evaluation,9,40,54 College St-Gerard House 119,M,57600,66600
Spring%202016,26026,PLCY0700J-S01,PLCY0700J,Comparative Policies: Analyzing Policy Making Around the Globe,0,20,Sayles Hall 306,T,57600,66600
Spring%202016,24346,PLCY0100-S01,PLCY0100,Introduction to Public Policy,37,108,Wilson Hall 101,T,46800,51600
Spring%202016,26790,PLCY1700G-S01,PLCY1700G,Education Policy Challenges,13,20,Wilson Hall 203,F,54000,63000
Spring%202016,25543,PLCY1701M-S01,PLCY1701M,Juvenile Justice Institutions and Policy,0,20,Sayles Hall 105,R,57600,66600
Spring%202016,25635,PLCY1700V-S01,PLCY1700V,Nonprofit Organizations,0,20,J. Walter Wilson 201,W,54000,63000
Spring%202016,26008,PLCY1701W-S01,PLCY1701W,"Race, Gentrification, and the Policing of Urban Space",-4,20,J. Walter Wilson 501,T,57600,66600
Spring%202016,26822,PLCY1301A-S01,PLCY1301A,"Values, Policy, and Politics",14,20,59 Charlesfield Street 101,R,32400,41400
Spring%202016,26485,PLCY1802-S01,PLCY1802,Engaged Research Engaged Publics,9,25,CIT Center (Thomas Watson CIT) 227,F,54000,63000
Spring%202016,26450,PLCY1702A-S01,PLCY1702A,"Justice, Gender, and Markets",4,20,Alumnae Hall 212,R,57600,66000
Spring%202016,24896,PLCY1701Q-S01,PLCY1701Q,Leading Social Ventures - Social Entrepreneurship in Action,11,25,Barus & Holley 160,W,54000,63000
Spring%202016,26814,PLCY1710-S01,PLCY1710,The Theory and Practice of Sustainable Investing,-5,36,Urban Environmental Lab 106,T,67200,72000
Spring%202016,25544,PLCY1800-S01,PLCY1800,Investigating Modes of Social Change,29,40,Smith-Buonanno Hall G12,M,30600,35400
Spring%202016,26481,PLCY1810-S01,PLCY1810,Models for Sustaining Social Transformation,26,50,Wilson Hall 301,M,63600,68400
Spring%202016,24350,PLCY2150-S01,PLCY2150,Strategic Communication,2,20,59 Charlesfield Street 301,T,57600,68400
Spring%202016,26473,PLCY2125-S01,PLCY2125,"Competition, Markets, and Not-For-Profit Organizations",980,999,Wilson Hall 203,M,64800,75600
Spring%202016,26011,PLCY2650-S01,PLCY2650,"Congress and the Federal Budget: Procedure, Politics and Public Policy",14,20,59 Charlesfield Street 101,M,60000,70800
Spring%202016,26474,PLCY2715-S01,PLCY2715,Education Governance in Comparative Perspective,18,20,J. Walter Wilson 501,M,63600,74400
Spring%202016,26182,PLCY2710-S01,PLCY2710,GIS and Public Policy,15,24,CIT Center (Thomas Watson CIT) 267,T,61200,66600
Spring%202016,26721,PLCY2730-S01,PLCY2730,The Political Economy of Hard Policy Problems,8,15,59 Charlesfield Street 101,M,46800,57000
Spring%202016,26661,PLCY2725-S01,PLCY2725,Smart Policy,7,15,59 Charlesfield Street 101,T,54000,64800
Spring%202016,26012,PLCY2750-S01,PLCY2750,"Mediation, Negotiation, and Arbitration Strategies",10,16,J. Walter Wilson 202,M,63600,74400
Spring%202016,26483,PLCY2720-S01,PLCY2720,"Design, Governance and Urban Futures",7,15,59 Charlesfield Street 301,T,32400,42600
Spring%202016,26389,PLCY2770-S01,PLCY2770,"Environmental Impact Assessments: Applications, Limitations, and Possibilities",14,15,59 Charlesfield Street 301,M,36000,43200
Spring%202016,26820,PLCY2765-S01,PLCY2765,System Dynamics: Policy Analysis for a Complex World,967,999,59 Charlesfield Street 301,T,43200,54000
Spring%202016,26480,PLCY2780-S01,PLCY2780,Food Policy,12,15,59 Charlesfield Street 301,M,54000,64200
Spring%202016,24887,PLCY2900-S01,PLCY2900,Research Workshop,17,40,59 Charlesfield Street 301,W,64800,73800
Spring%202016,26482,PLCY2775-S01,PLCY2775,U.S. Foreign Policy: The Institutional Basis,992,999,59 Charlesfield Street 101,M,36000,46200
Spring%202016,26016,HMAN1971S-S01,HMAN1971S,Introduction to iPhone/iPad Moviemaking Using 3-D and 4K Comparisons,0,20,Pembroke Hall 003,T,57600,66600
Spring%202016,26271,HMAN1971U-S01,HMAN1971U,Kabbalah: An Introduction to Jewish Mysticism,15,25,Pembroke Hall 003,M,54000,63000
Spring%202016,26019,HMAN1970K-S01,HMAN1970K,Law and Religion,11,30,Smith-Buonanno Hall G01,T,57600,66600
Spring%202016,26089,HMAN2970T-S01,HMAN2970T,"And What About the Human? Black/Anti-Colonial Thought, Human Freedom and Emancipation?  ",10,20,Pembroke Hall 003,W,54000,63000
Spring%202016,26165,HMAN2970R-S01,HMAN2970R,Political Foucault,14,20,Pembroke Hall 206,M,54000,63000
Spring%202016,24043,PRSN0600-S01,PRSN0600,Advanced Persian Language and Culture II,15,18,101 Thayer Street (VGQ 1st fl) 116A,T,52200,57000
Spring%202016,24041,PRSN0200-S01,PRSN0200,Basic Persian,16,18,Sayles Hall 305,M,46800,49800
Spring%202016,24042,PRSN0400-S01,PRSN0400,Intermediate Persian Language and Culture,14,18,Wilson Hall 206,T,37800,42600
Spring%202016,25173,AFRI1050A-S01,AFRI1050A,Advanced RPM Playwriting,13,14,Churchill House 106,R,57600,66600
Spring%202016,25781,AFRI0660-S01,AFRI0660,Activist Scholarship:  Research and Writing for Social Change,9,20,Churchill House 206,M,54000,63000
Spring%202016,25175,AFRI1050E-S01,AFRI1050E,RPM Playwriting,7,13,Churchill House 106,R,57600,66600
Spring%202016,25172,AFRI0990-S01,AFRI0990,Black Lavender: Black Gay/Lesbian Plays/Dramatic Constructions in the American Theatre,25,40,Churchill House 106,T,37800,42600
Spring%202016,25189,AFRI1060E-S01,AFRI1060E,West African Writers and Political Kingdom,9,20,Churchill House B9,W,54000,63000
Spring%202016,25174,AFRI1050D-S01,AFRI1050D,Intermediate RPM Playwriting,7,13,Churchill House 106,R,57600,66600
Spring%202016,26169,AFRI0760A-S01,AFRI0760A,Rastafarianism,946,999,MacMillan Hall 115,T,52200,57000
Spring%202016,25188,AFRI1020C-S01,AFRI1020C,The Afro-Luso-Brazilian Triangle,33,40,Churchill House B9,R,57600,66600
Spring%202016,26171,AFRI1360-S01,AFRI1360,"Africana Studies: Knowledge, Texts and Methodology",12,25,Barus & Holley 163,R,57600,66600
Spring%202016,26175,AFRI1060V-S01,AFRI1060V,Black Transnationalism,2,20,J. Walter Wilson 501,R,57600,66600
Spring%202016,26524,AFRI1500A-S01,AFRI1500A,Black Life in the Post-Industrial City,0,20,Churchill House B9,F,54000,63000
Spring%202016,26523,AFRI1500B-S01,AFRI1500B,Black Women Thinkers: Alternative Genealogies of Black Radical Thought,-5,20,Churchill House B9,T,57600,66600
Spring%202016,25811,AFRI2002-S01,AFRI2002,Theories of Africana Thought: Literary and Expressive Cultures,6,12,Churchill House 206,T,34200,45000
Spring%202016,25171,AFRI2104-S01,AFRI2104,Theorizing the Black Diaspora,13,20,Churchill House 206,W,36000,45000
Spring%202016,25783,ASYR1010-S01,ASYR1010,Intermediate Akkadian,10,15, ,T,57600,66600
Spring%202016,25782,ASYR1725-S01,ASYR1725,Scientific Thought in Ancient Iraq,996,999,Wilbour Hall 301,T,52200,57000
Spring%202016,25607,ASYR1850-S01,ASYR1850,Collecting Knowledge in the Ancient World: Assurbanipal's Library in Context,10,15,Wilbour Hall 301,M,54000,63000
Spring%202016,23964,ASYR2950-S01,ASYR2950,Scribal and Scholarly Practices in Babylonia and Assyria,6,10,Wilbour Hall 301,W,54000,63000
Spring%202016,26273,RELS0052-S01,RELS0052,Love and Reason,967,999,Salomon Center 203,M,50400,53400
Spring%202016,24900,RELS0068-S01,RELS0068,Religion and Torture,916,999,S. Frank Hall for Life Science MARC,M,39600,42600
Spring%202016,26004,RELS0290D-S02,RELS0290D,Islamic Sexualities,13,60,Salomon Center 003,T,46800,51600
Spring%202016,26073,RELS0145-S01,RELS0145,"Karma, Rebirth and Liberation: Life and Death in South Asian Religions",4,40,Salomon Center 003,T,57600,66600
Spring%202016,24898,RELS0056-S01,RELS0056,Spiritual But Not Religious: Making Spirituality in America,930,999,Kassar House FOX,M,46800,49800
Spring%202016,24904,RELS0325-S01,RELS0325,How the Bible Became Holy,0,82,Bio Med Center 291,M,36000,39000
Spring%202016,24905,RELS0410-S01,RELS0410,Christianity in Late Antiquity,988,999,Wilson Hall 205,M,43200,46200
Spring%202016,24906,RELS1370B-S01,RELS1370B,Philosophy of Mysticism,10,20,59 George St- S. Miller House 101,M,54000,63000
Spring%202016,25809,RELS1211-S02,RELS1211,Lords of Middle Sea: Greek and Biblical Myth and Society,991,999,Sayles Hall 204,T,37800,42600
Spring%202016,26293,RELS1325B-S01,RELS1325B,Early Christian Asceticism: Rhetorics of Practice,35,40,59 George St- S. Miller House 102,R,57600,66600
Spring%202016,26274,RELS1380B-S01,RELS1380B,Ethics of Vulnerability,21,40,Wilson Hall 105,T,57600,66600
Spring%202016,25869,RELS1530E-S01,RELS1530E,Muhammad and the Quran,7,20,Smith-Buonanno Hall 101,W,54000,63000
Spring%202016,24941,RELS2110A-S01,RELS2110A,"Religion and Romanticism: Religion, Democracy, and the Environmental Imagination",32,40,59 George St- S. Miller House 101,W,54000,63000
Spring%202016,25103,RELS2350B-S01,RELS2350B,Japanese Religion and Thought: The Long Nineteenth-Century,38,40,59 George St- S. Miller House 106A,M,54000,63000
Spring%202016,24943,RELS2160-S01,RELS2160,Aramaic Readings,35,40,163 George Street 206,W,63600,72600
Spring%202016,25197,AMST0170A-S01,AMST0170A,American Slavery On Screen ,1,20,Granoff Ctr for Creative Arts N430,T,37800,42600
Spring%202016,26244,AMST0191W-S01,AMST0191W,American Indian Law and Legacies,2,17,J. Walter Wilson 202,T,32400,37200
Spring%202016,26253,AMST0191X-S01,AMST0191X,Troubled Pasts and Visual Cultural: Comparative Models from Providence to Pretoria,14,17,82 Waterman Street 101,T,52200,57000
Spring%202016,26252,AMST0191Z-S01,AMST0191Z,Food and Gender in U.S. Popular Culture ,-1,17,J. Walter Wilson 202,M,30600,35400
Spring%202016,24277,AMST1010-S01,AMST1010,Introduction to American Studies: American Icons,1,95,Barus & Holley 168,M,36000,39000
Spring%202016,26251,AMST0192A-S01,AMST0192A,Unsettled Things: Objects and Knowledge in Nineteenth-Century America,13,17,John Nicholas Brown Center SEM,T,37800,42600
Spring%202016,25461,AMST1600C-S01,AMST1600C,"The Anti-Trafficking Savior Complex: Saints, Sinners, and Modern-Day Slavery",32,100,Kassar House FOX,M,43200,46200
Spring%202016,25775,AMST1600D-S01,AMST1600D,Sports in American Society,-3,100,Barus & Holley 168,M,46800,49800
Spring%202016,24144,AMST1700I-S01,AMST1700I,Community Engagement with Health and the Environment,2,20,Alumnae Hall 212,W,54000,63000
Spring%202016,24635,AMST1601-S01,AMST1601,Health and Healing in American History,959,999,85 Waterman Street 015,M,39600,42600
Spring%202016,25798,AMST1800-S01,AMST1800,Honors Seminar,16,20,J. Walter Wilson 201,F,54000,63000
Spring%202016,25776,AMST1900P-S01,AMST1900P,Essaying Culture,0,20,Sayles Hall 306,T,52200,57000
Spring%202016,24161,AMST1903Z-S01,AMST1903Z,"Shrine, House or Home: Rethinking the House Museum Paradigm",14,20,John Nicholas Brown Center SEM,W,54000,63000
