date,seafood,temp,windspeed,rain,snow
1:30 PM September 24 2015,0,25.6,27.8,0,0
1:45 PM September 24 2015,0,25.6,27.8,0,0
2:00 PM September 24 2015,0,25.6,27.8,0,0
2:15 PM September 24 2015,0,25.6,27.8,0,0
2:30 PM September 24 2015,0,25.6,27.8,0,0
2:45 PM September 24 2015,0,25.6,27.8,0,0
3:00 PM September 24 2015,0,25.6,27.8,0,0
3:15 PM September 24 2015,0,25.6,27.8,0,0
3:30 PM September 24 2015,0,24.4,20.4,0,0
3:45 PM September 24 2015,0,24.4,20.4,0,0
4:00 PM September 24 2015,0,24.4,20.4,0,0
4:15 PM September 24 2015,0,24.4,20.4,0,0
4:30 PM September 24 2015,0,23.3,18.5,0,0
4:45 PM September 24 2015,0,23.3,18.5,0,0
5:00 PM September 24 2015,0,23.3,18.5,0,0
5:15 PM September 24 2015,0,23.3,18.5,0,0
5:30 PM September 24 2015,0,22.2,14.8,0,0
5:45 PM September 24 2015,0,22.2,14.8,0,0
6:00 PM September 24 2015,0,22.2,14.8,0,0
6:15 PM September 24 2015,0,22.2,14.8,0,0
6:30 PM September 24 2015,0,19.4,11.1,0,0
6:45 PM September 24 2015,0,19.4,11.1,0,0
7:00 PM September 24 2015,0,19.4,11.1,0,0
7:15 PM September 24 2015,0,19.4,11.1,0,0
7:30 PM September 24 2015,0,17.2,9.3,0,0
8:00 AM September 25 2015,0,16.7,14.8,0,0
8:15 AM September 25 2015,0,16.7,14.8,0,0
8:30 AM September 25 2015,0,16.7,14.8,0,0
8:45 AM September 25 2015,0,16.7,14.8,0,0
9:00 AM September 25 2015,0,16.7,14.8,0,0
9:15 AM September 25 2015,0,16.7,14.8,0,0
9:30 AM September 25 2015,0,18.9,14.8,0,0
9:45 AM September 25 2015,0,18.9,14.8,0,0
10:00 AM September 25 2015,0,18.9,14.8,0,0
10:15 AM September 25 2015,0,18.9,14.8,0,0
10:30 AM September 25 2015,0,20.0,16.7,0,0
10:45 AM September 25 2015,0,20.0,16.7,0,0
11:00 AM September 25 2015,0,20.0,16.7,0,0
11:15 AM September 25 2015,0,20.0,16.7,0,0
11:30 AM September 25 2015,0,21.1,18.5,0,0
11:45 AM September 25 2015,0,21.1,18.5,0,0
12:00 PM September 25 2015,0,21.1,18.5,0,0
12:15 PM September 25 2015,0,21.1,18.5,0,0
12:30 PM September 25 2015,0,21.7,9.3,0,0
12:45 PM September 25 2015,0,21.7,9.3,0,0
1:00 PM September 25 2015,0,21.7,9.3,0,0
1:15 PM September 25 2015,0,21.7,9.3,0,0
1:30 PM September 25 2015,0,22.2,16.7,0,0
1:45 PM September 25 2015,0,22.2,16.7,0,0
2:00 PM September 25 2015,0,22.2,16.7,0,0
2:15 PM September 25 2015,0,22.2,16.7,0,0
2:30 PM September 25 2015,0,21.7,11.1,0,0
2:45 PM September 25 2015,0,21.7,11.1,0,0
3:00 PM September 25 2015,0,21.7,11.1,0,0
3:15 PM September 25 2015,0,21.7,11.1,0,0
3:30 PM September 25 2015,0,21.1,16.7,0,0
3:45 PM September 25 2015,0,21.1,16.7,0,0
4:00 PM September 25 2015,1,21.1,16.7,0,0
4:15 PM September 25 2015,1,21.1,16.7,0,0
4:30 PM September 25 2015,1,21.1,14.8,0,0
4:45 PM September 25 2015,1,21.1,14.8,0,0
5:00 PM September 25 2015,1,21.1,14.8,0,0
5:15 PM September 25 2015,1,21.1,14.8,0,0
5:30 PM September 25 2015,1,18.9,16.7,0,0
5:45 PM September 25 2015,1,18.9,16.7,0,0
6:00 PM September 25 2015,1,18.9,16.7,0,0
6:15 PM September 25 2015,1,18.9,16.7,0,0
6:30 PM September 25 2015,1,17.2,13.0,0,0
6:45 PM September 25 2015,1,17.2,13.0,0,0
7:00 PM September 25 2015,1,17.2,13.0,0,0
7:15 PM September 25 2015,1,17.2,13.0,0,0
7:30 PM September 25 2015,1,15.6,11.1,0,0
8:00 AM September 26 2015,0,14.4,20.4,0,0
8:15 AM September 26 2015,0,14.4,20.4,0,0
8:30 AM September 26 2015,0,14.4,20.4,0,0
8:45 AM September 26 2015,0,14.4,20.4,0,0
9:00 AM September 26 2015,0,14.4,20.4,0,0
9:15 AM September 26 2015,0,14.4,20.4,0,0
9:30 AM September 26 2015,0,16.1,20.4,0,0
9:45 AM September 26 2015,0,16.1,20.4,0,0
10:00 AM September 26 2015,0,16.1,20.4,0,0
10:15 AM September 26 2015,0,16.1,20.4,0,0
10:30 AM September 26 2015,0,17.8,20.4,0,0
10:45 AM September 26 2015,0,17.8,20.4,0,0
11:00 AM September 26 2015,0,17.8,20.4,0,0
11:15 AM September 26 2015,0,17.8,20.4,0,0
11:30 AM September 26 2015,0,18.9,20.4,0,0
11:45 AM September 26 2015,0,18.9,20.4,0,0
12:00 PM September 26 2015,0,18.9,20.4,0,0
12:15 PM September 26 2015,0,18.9,20.4,0,0
12:30 PM September 26 2015,0,20.0,24.1,0,0
12:45 PM September 26 2015,0,20.0,24.1,0,0
1:00 PM September 26 2015,0,20.0,24.1,0,0
1:15 PM September 26 2015,0,20.0,24.1,0,0
1:30 PM September 26 2015,0,20.0,25.9,0,0
1:45 PM September 26 2015,0,20.0,25.9,0,0
2:00 PM September 26 2015,0,20.0,25.9,0,0
2:15 PM September 26 2015,0,20.0,25.9,0,0
2:30 PM September 26 2015,0,19.4,18.5,0,0
2:45 PM September 26 2015,0,19.4,18.5,0,0
3:00 PM September 26 2015,0,19.4,18.5,0,0
3:15 PM September 26 2015,0,19.4,18.5,0,0
3:30 PM September 26 2015,0,18.9,20.4,0,0
3:45 PM September 26 2015,0,18.9,20.4,0,0
4:00 PM September 26 2015,0,18.9,20.4,0,0
4:15 PM September 26 2015,0,18.9,20.4,0,0
4:30 PM September 26 2015,0,17.2,20.4,0,0
4:45 PM September 26 2015,0,17.2,20.4,0,0
5:00 PM September 26 2015,0,17.2,20.4,0,0
5:15 PM September 26 2015,0,17.2,20.4,0,0
5:30 PM September 26 2015,0,15.6,14.8,0,0
5:45 PM September 26 2015,0,15.6,14.8,0,0
6:00 PM September 26 2015,0,15.6,14.8,0,0
6:15 PM September 26 2015,0,15.6,14.8,0,0
6:30 PM September 26 2015,0,13.9,16.7,0,0
6:45 PM September 26 2015,0,13.9,16.7,0,0
7:00 PM September 26 2015,0,13.9,16.7,0,0
7:15 PM September 26 2015,0,13.9,16.7,0,0
7:30 PM September 26 2015,0,12.2,14.8,0,0
8:00 AM September 28 2015,0,16.1,0.0,0,0
8:15 AM September 28 2015,0,16.1,0.0,0,0
8:30 AM September 28 2015,0,16.1,0.0,0,0
8:45 AM September 28 2015,0,16.1,0.0,0,0
9:00 AM September 28 2015,0,16.1,0.0,0,0
9:15 AM September 28 2015,0,16.1,0.0,0,0
9:30 AM September 28 2015,0,19.4,0.0,0,0
9:45 AM September 28 2015,0,19.4,0.0,0,0
10:00 AM September 28 2015,0,19.4,0.0,0,0
10:15 AM September 28 2015,0,19.4,0.0,0,0
10:30 AM September 28 2015,0,22.2,9.3,0,0
10:45 AM September 28 2015,0,22.2,9.3,0,0
11:00 AM September 28 2015,0,22.2,9.3,0,0
11:15 AM September 28 2015,0,22.2,9.3,0,0
11:30 AM September 28 2015,0,23.3,11.1,0,0
11:45 AM September 28 2015,0,23.3,11.1,0,0
12:00 PM September 28 2015,0,23.3,11.1,0,0
12:15 PM September 28 2015,0,23.3,11.1,0,0
12:30 PM September 28 2015,0,25.0,13.0,0,0
12:45 PM September 28 2015,0,25.0,13.0,0,0
1:00 PM September 28 2015,0,25.0,13.0,0,0
1:15 PM September 28 2015,0,25.0,13.0,0,0
1:30 PM September 28 2015,0,24.4,14.8,0,0
1:45 PM September 28 2015,0,24.4,14.8,0,0
2:00 PM September 28 2015,0,24.4,14.8,0,0
2:15 PM September 28 2015,0,24.4,14.8,0,0
2:30 PM September 28 2015,0,25.6,20.4,0,0
2:45 PM September 28 2015,0,25.6,20.4,0,0
3:00 PM September 28 2015,0,25.6,20.4,0,0
3:15 PM September 28 2015,0,25.6,20.4,0,0
3:30 PM September 28 2015,0,25.0,20.4,0,0
3:45 PM September 28 2015,0,25.0,20.4,0,0
4:00 PM September 28 2015,0,25.0,20.4,0,0
4:15 PM September 28 2015,0,25.0,20.4,0,0
4:30 PM September 28 2015,0,24.4,18.5,0,0
4:45 PM September 28 2015,0,24.4,18.5,0,0
5:00 PM September 28 2015,0,24.4,18.5,0,0
5:15 PM September 28 2015,0,24.4,18.5,0,0
5:30 PM September 28 2015,0,22.2,13.0,0,0
5:45 PM September 28 2015,0,22.2,13.0,0,0
6:00 PM September 28 2015,0,22.2,13.0,0,0
6:15 PM September 28 2015,0,22.2,13.0,0,0
6:30 PM September 28 2015,0,21.1,13.0,0,0
6:45 PM September 28 2015,0,21.1,13.0,0,0
7:00 PM September 28 2015,0,21.1,13.0,0,0
7:15 PM September 28 2015,0,21.1,13.0,0,0
7:30 PM September 28 2015,0,20.6,7.4,0,0
8:00 AM September 29 2015,0,20.6,7.4,0,0
8:15 AM September 29 2015,0,20.6,7.4,0,0
8:30 AM September 29 2015,0,20.6,7.4,0,0
8:45 AM September 29 2015,0,20.6,7.4,0,0
9:00 AM September 29 2015,0,21.1,9.3,0,0
9:15 AM September 29 2015,0,21.1,9.3,0,0
9:30 AM September 29 2015,0,21.7,9.3,0,0
9:45 AM September 29 2015,0,21.7,9.3,0,0
10:00 AM September 29 2015,0,22.8,11.1,0,0
10:15 AM September 29 2015,0,23.3,9.3,0,0
10:30 AM September 29 2015,0,25.0,11.1,0,0
10:45 AM September 29 2015,0,25.0,7.4,0,0
11:00 AM September 29 2015,0,25.0,7.4,0,0
11:15 AM September 29 2015,0,25.0,7.4,0,0
11:30 AM September 29 2015,0,26.1,16.7,0,0
11:45 AM September 29 2015,0,26.1,16.7,0,0
12:00 PM September 29 2015,0,26.1,16.7,0,0
12:15 PM September 29 2015,0,25.0,16.7,0,0
12:30 PM September 29 2015,0,25.0,16.7,0,0
12:45 PM September 29 2015,0,26.7,20.4,0,0
1:00 PM September 29 2015,0,26.7,24.1,0,0
1:15 PM September 29 2015,0,24.4,14.8,0,0
1:30 PM September 29 2015,0,24.4,14.8,0,0
1:45 PM September 29 2015,0,22.8,22.2,0,0
2:00 PM September 29 2015,0,22.8,22.2,0,0
2:15 PM September 29 2015,0,25.0,20.4,0,0
2:30 PM September 29 2015,0,23.9,25.9,0,0
2:45 PM September 29 2015,0,23.9,25.9,0,0
3:00 PM September 29 2015,0,23.3,20.4,1,0
3:15 PM September 29 2015,0,23.3,20.4,1,0
3:30 PM September 29 2015,0,23.3,20.4,1,0
3:45 PM September 29 2015,0,23.9,16.7,0,0
4:00 PM September 29 2015,0,23.9,16.7,0,0
4:15 PM September 29 2015,0,23.9,16.7,0,0
4:30 PM September 29 2015,0,22.2,18.5,1,0
4:45 PM September 29 2015,0,22.2,18.5,1,0
5:00 PM September 29 2015,0,22.2,18.5,1,0
5:15 PM September 29 2015,0,21.7,13.0,1,0
5:30 PM September 29 2015,0,21.7,13.0,1,0
5:45 PM September 29 2015,0,21.7,9.3,0,0
6:00 PM September 29 2015,0,21.7,11.1,0,0
6:15 PM September 29 2015,0,21.7,11.1,0,0
6:30 PM September 29 2015,0,21.7,5.6,0,0
6:45 PM September 29 2015,0,21.7,5.6,0,0
7:00 PM September 29 2015,0,21.7,7.4,0,0
7:15 PM September 29 2015,0,21.7,7.4,0,0
7:30 PM September 29 2015,0,21.7,11.1,0,0
7:45 AM September 30 2015,0,22.2,33.3,1,0
8:00 AM September 30 2015,0,22.2,33.3,1,0
8:15 AM September 30 2015,0,22.2,33.3,1,0
8:30 AM September 30 2015,0,22.2,33.3,1,0
8:45 AM September 30 2015,0,22.8,33.3,1,0
9:00 AM September 30 2015,0,22.8,31.5,1,0
9:15 AM September 30 2015,0,22.8,35.2,1,0
9:30 AM September 30 2015,0,23.3,33.3,1,0
9:45 AM September 30 2015,0,23.3,33.3,1,0
10:00 AM September 30 2015,0,23.3,33.3,1,0
10:15 AM September 30 2015,0,23.9,31.5,1,0
10:30 AM September 30 2015,0,23.9,31.5,1,0
10:45 AM September 30 2015,0,24.0,37.0,1,0
11:00 AM September 30 2015,0,23.3,40.7,1,0
11:15 AM September 30 2015,0,23.3,40.7,1,0
11:30 AM September 30 2015,0,23.9,27.8,1,0
11:45 AM September 30 2015,0,23.9,27.8,1,0
12:00 PM September 30 2015,0,23.9,24.1,0,0
12:15 PM September 30 2015,0,23.9,22.2,0,0
12:30 PM September 30 2015,0,23.9,18.5,1,0
12:45 PM September 30 2015,0,24.0,20.4,1,0
1:00 PM September 30 2015,0,24.4,22.2,1,0
1:15 PM September 30 2015,0,24.4,20.4,1,0
1:30 PM September 30 2015,0,23.9,27.8,1,0
1:45 PM September 30 2015,0,23.9,27.8,1,0
2:00 PM September 30 2015,0,23.9,27.8,1,0
2:15 PM September 30 2015,0,23.9,27.8,1,0
2:30 PM September 30 2015,0,23.9,14.8,1,0
2:45 PM September 30 2015,0,23.9,14.8,1,0
3:00 PM September 30 2015,0,23.9,14.8,1,0
3:15 PM September 30 2015,0,24.4,16.7,0,0
3:30 PM September 30 2015,0,24.4,16.7,0,0
3:45 PM September 30 2015,0,24.4,14.8,1,0
4:00 PM September 30 2015,0,23.9,14.8,1,0
4:15 PM September 30 2015,0,23.9,20.4,1,0
4:30 PM September 30 2015,0,23.9,20.4,1,0
4:45 PM September 30 2015,0,21.7,20.4,0,0
5:00 PM September 30 2015,0,21.7,20.4,0,0
5:15 PM September 30 2015,0,21.7,20.4,0,0
5:30 PM September 30 2015,0,18.9,31.5,0,0
5:45 PM September 30 2015,0,18.9,31.5,0,0
6:00 PM September 30 2015,0,18.9,29.6,0,0
6:15 PM September 30 2015,0,18.9,29.6,0,0
6:30 PM September 30 2015,0,18.3,24.1,0,0
6:45 PM September 30 2015,0,18.3,27.8,0,0
7:00 PM September 30 2015,0,18.3,27.8,0,0
7:15 PM September 30 2015,0,18.3,27.8,0,0
7:30 PM September 30 2015,0,18.3,22.2,0,0
8:00 AM October 1 2015,0,12.8,25.9,0,0
8:15 AM October 1 2015,0,12.8,25.9,0,0
8:30 AM October 1 2015,0,12.8,25.9,0,0
8:45 AM October 1 2015,0,12.8,25.9,0,0
9:00 AM October 1 2015,0,12.8,25.9,0,0
9:15 AM October 1 2015,0,12.8,25.9,0,0
9:30 AM October 1 2015,0,13.3,25.9,0,0
9:45 AM October 1 2015,0,13.3,25.9,0,0
10:00 AM October 1 2015,0,13.3,25.9,0,0
10:15 AM October 1 2015,0,13.3,25.9,0,0
10:30 AM October 1 2015,0,13.3,24.1,0,0
10:45 AM October 1 2015,0,13.3,24.1,0,0
11:00 AM October 1 2015,0,13.3,24.1,0,0
11:15 AM October 1 2015,0,13.3,24.1,0,0
11:30 AM October 1 2015,0,13.9,33.3,0,0
11:45 AM October 1 2015,0,13.9,33.3,0,0
12:00 PM October 1 2015,0,13.9,33.3,0,0
12:15 PM October 1 2015,0,13.9,33.3,0,0
12:30 PM October 1 2015,0,13.9,29.6,0,0
12:45 PM October 1 2015,0,13.9,29.6,0,0
1:00 PM October 1 2015,0,13.9,29.6,0,0
1:15 PM October 1 2015,0,13.9,29.6,0,0
1:30 PM October 1 2015,0,13.3,29.6,1,0
1:45 PM October 1 2015,0,13.3,29.6,1,0
2:00 PM October 1 2015,0,13.3,29.6,1,0
2:15 PM October 1 2015,0,13.3,29.6,1,0
2:30 PM October 1 2015,0,13.3,25.9,0,0
2:45 PM October 1 2015,0,13.3,25.9,0,0
3:00 PM October 1 2015,0,13.3,25.9,0,0
3:15 PM October 1 2015,0,13.3,25.9,0,0
3:30 PM October 1 2015,0,12.8,33.3,1,0
3:45 PM October 1 2015,0,12.8,33.3,1,0
4:00 PM October 1 2015,0,12.8,33.3,1,0
4:15 PM October 1 2015,0,12.8,33.3,1,0
4:30 PM October 1 2015,0,13.3,31.5,0,0
4:45 PM October 1 2015,0,13.3,31.5,0,0
5:00 PM October 1 2015,0,13.3,24.1,0,0
5:15 PM October 1 2015,0,13.3,22.2,0,0
5:30 PM October 1 2015,0,13.3,22.2,0,0
5:45 PM October 1 2015,0,13.3,33.3,0,0
6:00 PM October 1 2015,0,13.3,33.3,0,0
6:15 PM October 1 2015,0,13.3,29.6,0,0
6:30 PM October 1 2015,0,13.3,29.6,0,0
6:45 PM October 1 2015,0,13.3,27.8,0,0
7:00 PM October 1 2015,0,13.3,25.9,0,0
7:15 PM October 1 2015,0,13.3,25.9,0,0
7:30 PM October 1 2015,0,13.3,22.2,1,0
8:00 AM October 2 2015,0,9.4,22.2,1,0
8:15 AM October 2 2015,0,9.4,22.2,1,0
8:30 AM October 2 2015,0,9.4,22.2,1,0
8:45 AM October 2 2015,0,9.4,22.2,1,0
9:00 AM October 2 2015,0,9.4,22.2,1,0
9:15 AM October 2 2015,0,9.4,22.2,1,0
9:30 AM October 2 2015,0,10.0,20.4,1,0
9:45 AM October 2 2015,0,10.0,20.4,1,0
10:00 AM October 2 2015,0,10.0,20.4,1,0
10:15 AM October 2 2015,0,10.0,20.4,1,0
10:30 AM October 2 2015,0,9.4,20.4,1,0
10:45 AM October 2 2015,0,9.4,20.4,1,0
11:00 AM October 2 2015,0,9.4,20.4,1,0
11:15 AM October 2 2015,0,9.4,20.4,1,0
11:30 AM October 2 2015,0,10.0,25.9,1,0
11:45 AM October 2 2015,0,10.0,25.9,1,0
12:00 PM October 2 2015,0,10.0,25.9,1,0
12:15 PM October 2 2015,0,10.0,25.9,1,0
12:30 PM October 2 2015,0,10.0,29.6,1,0
12:45 PM October 2 2015,0,10.0,29.6,1,0
1:00 PM October 2 2015,0,10.0,29.6,1,0
1:15 PM October 2 2015,0,10.0,29.6,1,0
1:30 PM October 2 2015,0,10.0,22.2,1,0
1:45 PM October 2 2015,0,10.0,22.2,1,0
2:00 PM October 2 2015,0,10.0,22.2,1,0
2:15 PM October 2 2015,0,10.0,22.2,1,0
2:30 PM October 2 2015,0,10.0,27.8,1,0
2:45 PM October 2 2015,0,10.0,27.8,1,0
3:00 PM October 2 2015,0,10.0,27.8,1,0
3:15 PM October 2 2015,0,10.0,27.8,1,0
3:30 PM October 2 2015,0,10.0,24.1,1,0
3:45 PM October 2 2015,0,10.0,24.1,1,0
4:00 PM October 2 2015,1,10.0,24.1,1,0
4:15 PM October 2 2015,1,10.0,24.1,1,0
4:30 PM October 2 2015,1,10.0,27.8,1,0
4:45 PM October 2 2015,1,10.0,27.8,1,0
5:00 PM October 2 2015,1,10.0,27.8,1,0
5:15 PM October 2 2015,1,10.0,27.8,1,0
5:30 PM October 2 2015,1,10.0,27.8,1,0
5:45 PM October 2 2015,1,10.0,27.8,1,0
6:00 PM October 2 2015,1,10.0,27.8,1,0
6:15 PM October 2 2015,1,10.0,27.8,1,0
6:30 PM October 2 2015,1,10.0,25.9,1,0
6:45 PM October 2 2015,1,10.0,25.9,1,0
7:00 PM October 2 2015,1,10.0,25.9,1,0
7:15 PM October 2 2015,1,10.0,25.9,1,0
7:30 PM October 2 2015,1,10.0,22.2,1,0
7:30 AM October 3 2015,0,10.6,31.5,0,0
7:45 AM October 3 2015,0,10.6,31.5,0,0
8:00 AM October 3 2015,0,10.6,31.5,0,0
8:15 AM October 3 2015,0,10.6,31.5,0,0
8:30 AM October 3 2015,0,10.6,33.3,0,0
8:45 AM October 3 2015,0,10.6,33.3,0,0
9:00 AM October 3 2015,0,10.6,33.3,0,0
9:15 AM October 3 2015,0,10.6,33.3,0,0
9:30 AM October 3 2015,0,11.1,24.1,0,0
9:45 AM October 3 2015,0,11.1,24.1,0,0
10:00 AM October 3 2015,0,11.1,24.1,0,0
10:15 AM October 3 2015,0,11.1,24.1,0,0
10:30 AM October 3 2015,0,11.1,29.6,0,0
10:45 AM October 3 2015,0,11.1,29.6,0,0
11:00 AM October 3 2015,0,11.1,29.6,0,0
11:15 AM October 3 2015,0,11.1,29.6,0,0
11:30 AM October 3 2015,0,11.1,42.6,0,0
11:45 AM October 3 2015,0,11.1,42.6,0,0
12:00 PM October 3 2015,0,11.1,42.6,0,0
12:15 PM October 3 2015,0,11.1,42.6,0,0
12:30 PM October 3 2015,0,11.1,31.5,0,0
12:45 PM October 3 2015,0,11.1,31.5,0,0
1:00 PM October 3 2015,0,11.1,31.5,0,0
1:15 PM October 3 2015,0,11.1,31.5,0,0
1:30 PM October 3 2015,0,11.1,37.0,0,0
1:45 PM October 3 2015,0,11.1,37.0,0,0
2:00 PM October 3 2015,0,11.1,37.0,0,0
2:15 PM October 3 2015,0,11.1,37.0,0,0
2:30 PM October 3 2015,0,11.1,33.3,0,0
2:45 PM October 3 2015,0,11.1,33.3,0,0
3:00 PM October 3 2015,0,11.1,33.3,0,0
3:15 PM October 3 2015,0,11.1,33.3,0,0
3:30 PM October 3 2015,0,11.7,33.3,0,0
3:45 PM October 3 2015,0,11.7,33.3,0,0
4:00 PM October 3 2015,0,11.7,33.3,0,0
4:15 PM October 3 2015,0,11.7,33.3,0,0
4:30 PM October 3 2015,0,11.7,31.5,0,0
4:45 PM October 3 2015,0,11.7,31.5,0,0
5:00 PM October 3 2015,0,11.7,31.5,0,0
5:15 PM October 3 2015,0,11.7,38.9,0,0
5:30 PM October 3 2015,0,11.7,38.9,0,0
5:45 PM October 3 2015,0,11.1,27.8,0,0
6:00 PM October 3 2015,0,11.1,27.8,0,0
6:15 PM October 3 2015,0,11.1,27.8,0,0
6:30 PM October 3 2015,0,11.7,24.1,0,0
6:45 PM October 3 2015,0,11.7,24.1,0,0
7:00 PM October 3 2015,0,11.7,24.1,0,0
7:15 PM October 3 2015,0,11.7,24.1,0,0
7:30 PM October 3 2015,0,11.7,29.6,0,0
7:30 AM October 5 2015,0,11.7,22.2,0,0
7:45 AM October 5 2015,0,11.7,22.2,0,0
8:00 AM October 5 2015,0,11.7,22.2,0,0
8:15 AM October 5 2015,0,11.7,22.2,0,0
8:30 AM October 5 2015,0,11.7,22.2,0,0
8:45 AM October 5 2015,0,11.7,18.5,0,0
9:00 AM October 5 2015,0,11.7,18.5,0,0
9:15 AM October 5 2015,0,12.8,16.7,0,0
9:30 AM October 5 2015,0,12.8,16.7,0,0
9:45 AM October 5 2015,0,13.3,24.1,0,0
10:00 AM October 5 2015,0,13.3,24.1,0,0
10:15 AM October 5 2015,0,13.3,24.1,0,0
10:30 AM October 5 2015,0,13.9,16.7,0,0
10:45 AM October 5 2015,0,13.9,16.7,0,0
11:00 AM October 5 2015,0,13.9,16.7,0,0
11:15 AM October 5 2015,0,13.9,16.7,0,0
11:30 AM October 5 2015,0,15.0,18.5,0,0
11:45 AM October 5 2015,0,15.0,18.5,0,0
12:00 PM October 5 2015,0,15.0,18.5,0,0
12:15 PM October 5 2015,0,15.0,18.5,0,0
12:30 PM October 5 2015,0,15.6,16.7,0,0
12:45 PM October 5 2015,0,15.6,16.7,0,0
1:00 PM October 5 2015,0,16.1,18.5,0,0
1:15 PM October 5 2015,0,16.1,18.5,0,0
1:30 PM October 5 2015,0,15.6,14.8,0,0
1:45 PM October 5 2015,0,15.6,14.8,0,0
2:00 PM October 5 2015,0,15.6,14.8,0,0
2:15 PM October 5 2015,0,15.6,14.8,0,0
2:30 PM October 5 2015,0,16.7,16.7,0,0
2:45 PM October 5 2015,0,16.7,16.7,0,0
3:00 PM October 5 2015,0,16.7,16.7,0,0
3:15 PM October 5 2015,0,16.7,16.7,0,0
3:30 PM October 5 2015,0,15.6,16.7,0,0
3:45 PM October 5 2015,0,15.6,16.7,0,0
4:00 PM October 5 2015,0,15.6,16.7,0,0
4:15 PM October 5 2015,0,15.6,16.7,0,0
4:30 PM October 5 2015,0,16.1,24.1,0,0
4:45 PM October 5 2015,0,16.1,24.1,0,0
5:00 PM October 5 2015,0,16.1,24.1,0,0
5:15 PM October 5 2015,0,16.1,24.1,0,0
5:30 PM October 5 2015,0,15.0,20.4,0,0
5:45 PM October 5 2015,0,15.0,20.4,0,0
6:00 PM October 5 2015,0,15.0,20.4,0,0
6:15 PM October 5 2015,0,15.0,20.4,0,0
6:30 PM October 5 2015,0,13.9,18.5,0,0
6:45 PM October 5 2015,0,13.9,18.5,0,0
7:00 PM October 5 2015,0,13.9,18.5,0,0
7:15 PM October 5 2015,0,13.9,18.5,0,0
7:30 PM October 5 2015,0,12.8,13.0,0,0
8:00 AM October 6 2015,0,12.2,7.4,0,0
8:15 AM October 6 2015,0,12.2,7.4,0,0
8:30 AM October 6 2015,0,12.2,7.4,0,0
8:45 AM October 6 2015,0,12.2,7.4,0,0
9:00 AM October 6 2015,0,12.2,7.4,0,0
9:15 AM October 6 2015,0,12.2,7.4,0,0
9:30 AM October 6 2015,0,14.4,7.4,0,0
9:45 AM October 6 2015,0,14.4,7.4,0,0
10:00 AM October 6 2015,0,14.4,7.4,0,0
10:15 AM October 6 2015,0,14.4,7.4,0,0
10:30 AM October 6 2015,0,16.7,0.0,0,0
10:45 AM October 6 2015,0,16.7,0.0,0,0
11:00 AM October 6 2015,0,16.7,0.0,0,0
11:15 AM October 6 2015,0,16.7,0.0,0,0
11:30 AM October 6 2015,0,17.8,9.3,0,0
11:45 AM October 6 2015,0,17.8,9.3,0,0
12:00 PM October 6 2015,0,17.8,9.3,0,0
12:15 PM October 6 2015,0,17.8,9.3,0,0
12:30 PM October 6 2015,0,19.4,13.0,0,0
12:45 PM October 6 2015,0,19.4,13.0,0,0
1:00 PM October 6 2015,0,19.4,13.0,0,0
1:15 PM October 6 2015,0,19.4,13.0,0,0
1:30 PM October 6 2015,0,20.0,14.8,0,0
1:45 PM October 6 2015,0,20.0,14.8,0,0
2:00 PM October 6 2015,0,20.0,14.8,0,0
2:15 PM October 6 2015,0,20.0,14.8,0,0
2:30 PM October 6 2015,0,21.1,14.8,0,0
2:45 PM October 6 2015,0,21.1,14.8,0,0
3:00 PM October 6 2015,0,21.1,14.8,0,0
3:15 PM October 6 2015,0,21.1,14.8,0,0
3:30 PM October 6 2015,0,21.1,11.1,0,0
3:45 PM October 6 2015,0,21.1,11.1,0,0
4:00 PM October 6 2015,0,21.1,11.1,0,0
4:15 PM October 6 2015,0,21.1,11.1,0,0
4:30 PM October 6 2015,0,20.6,0.0,0,0
4:45 PM October 6 2015,0,20.6,0.0,0,0
5:00 PM October 6 2015,0,20.6,0.0,0,0
5:15 PM October 6 2015,0,20.6,0.0,0,0
5:30 PM October 6 2015,0,18.3,11.1,0,0
5:45 PM October 6 2015,0,18.3,11.1,0,0
6:00 PM October 6 2015,0,18.3,11.1,0,0
6:15 PM October 6 2015,0,18.3,11.1,0,0
6:30 PM October 6 2015,0,15.0,9.3,0,0
6:45 PM October 6 2015,0,15.0,9.3,0,0
7:00 PM October 6 2015,0,15.0,9.3,0,0
7:15 PM October 6 2015,0,15.0,9.3,0,0
7:30 PM October 6 2015,0,14.4,7.4,0,0
8:00 AM October 7 2015,0,13.9,0.0,0,0
8:15 AM October 7 2015,0,13.9,0.0,0,0
8:30 AM October 7 2015,0,13.9,0.0,0,0
8:45 AM October 7 2015,0,13.9,0.0,0,0
9:00 AM October 7 2015,0,13.9,0.0,0,0
9:15 AM October 7 2015,0,13.9,0.0,0,0
9:30 AM October 7 2015,0,17.2,16.7,0,0
9:45 AM October 7 2015,0,17.2,16.7,0,0
10:00 AM October 7 2015,0,17.2,16.7,0,0
10:15 AM October 7 2015,0,17.2,16.7,0,0
10:30 AM October 7 2015,0,18.3,22.2,0,0
10:45 AM October 7 2015,0,18.3,22.2,0,0
11:00 AM October 7 2015,0,18.3,22.2,0,0
11:15 AM October 7 2015,0,18.3,22.2,0,0
11:30 AM October 7 2015,0,18.9,16.7,0,0
11:45 AM October 7 2015,0,18.9,16.7,0,0
12:00 PM October 7 2015,0,18.9,16.7,0,0
